A;B;A;B;A;B;A;B;;;;
41005167;16;41377876;13;41.00516701;16.36;41.37787587;13.26;;;38.700000;15.35
41005263;16;41446209;13;41.00526266;16.38;41.44620949;13.26;;;38.700000;15.36
41018570;16;41519567;13;41.01857039;16.38;41.51956732;13.26;;;38.800000;15.36
41018611;16;41653522;13;41.01861136;16.38;41.65352192;13.26;;;38.800000;15.36
41019237;16;41893270;13;41.0192368;16.4;41.89327029;13.26;;;38.900000;15.37
41019679;16;42247371;13;41.01967877;16.4;42.24737073;13.26;;;38.900000;15.37
41115906;16;42729116;13;41.11590598;16.4;42.72911586;13.26;;;38.900000;15.38
41144627;16;42739105;13;41.14462689;16.4;42.739105;13.26;;;38.900000;15.38
41144645;16;42784748;13;41.14464549;16.41;42.78474812;13.26;;;38.900000;15.38
41226796;16;42836980;13;41.22679632;16.41;42.83698009;13.26;;;38.900000;15.38
41406007;16;43087909;13;41.40600682;16.41;43.0879087;13.27;;;38.900000;15.38
41406009;16;43348017;13;41.40600918;16.42;43.34801748;13.27;;;38.900000;15.38
41408592;16;43375071;13;41.40859153;16.42;43.37507131;13.27;;;38.900000;15.39
41443315;16;43404478;13;41.44331497;16.42;43.40447802;13.28;;;39.100000;15.40
42049237;16;43412945;13;42.04923704;16.42;43.41294482;13.28;;;39.400000;15.40
42101277;16;43422044;13;42.1012774;16.43;43.4220444;13.28;;;39.500000;15.40
42103682;16;43437218;13;42.10368158;16.43;43.43721828;13.28;;;39.500000;15.40
42117385;16;43437998;13;42.11738472;16.44;43.43799847;13.28;;;39.500000;15.41
42117496;16;43446393;13;42.11749551;16.45;43.44639255;13.28;;;39.500000;15.42
42138587;16;43446413;13;42.13858718;16.46;43.44641336;13.28;;;39.500000;15.42
42138596;16;43454521;13;42.13859558;16.48;43.4545211;13.29;;;39.500000;15.42
42139839;16;43454596;13;42.13983861;16.49;43.4545962;13.3;;;39.500000;15.43
42141173;16;43456578;13;42.14117262;16.49;43.45657771;13.32;;;40.000000;15.43
42141407;17;43474014;13;42.1414067;16.5;43.47401357;13.33;;;40.000000;15.44
42154544;17;43483283;13;42.15454359;16.5;43.48328313;13.34;;;40.000000;15.45
42154546;17;43486937;13;42.15454595;16.51;43.48693693;13.34;;;40.000000;15.45
42158542;17;43487178;13;42.15854207;16.51;43.48717766;13.34;;;40.000000;15.45
42158559;17;43488795;13;42.15855862;16.51;43.48879483;13.34;;;40.000000;15.45
42237631;17;43497397;13;42.23763144;16.52;43.49739651;13.35;;;40.000000;15.46
42753235;17;43506781;13;42.75323495;16.52;43.5067812;13.36;;;40.000000;15.47
42753239;17;43546128;13;42.75323934;16.52;43.5461282;13.36;;;40.000000;15.47
42753242;17;43564722;13;42.75324157;16.52;43.56472238;13.36;;;40.000000;15.47
42754952;17;43603179;13;42.75495222;16.53;43.60317926;13.37;;;40.100000;15.47
42927483;17;43685209;13;42.92748295;16.55;43.68520857;13.37;;;40.100000;15.48
42927532;17;43699456;13;42.92753167;16.55;43.69945627;13.37;;;40.300000;15.48
42927579;17;43786622;13;42.92757861;16.56;43.78662163;13.37;;;40.300000;15.48
42928270;17;43841633;13;42.92827024;16.56;43.84163338;13.37;;;40.700000;15.48
42929207;17;43860765;13;42.92920725;16.57;43.86076474;13.37;;;40.700000;15.49
42930996;17;43887965;13;42.93099573;16.57;43.88796537;13.37;;;40.700000;15.49
42983327;17;43943811;13;42.98332736;16.57;43.94381052;13.37;;;40.700000;15.49
43079913;17;44106435;13;43.07991254;16.58;44.10643537;13.38;;;40.700000;15.49
43224105;17;44108667;13;43.22410523;16.58;44.10866677;13.38;;;40.800000;15.50
43235342;17;44576799;13;43.23534153;16.58;44.57679866;13.38;;;40.900000;15.50
43238182;17;44887291;13;43.23818154;16.58;44.8872909;13.38;;;40.900000;15.50
43240387;17;44894945;13;43.24038744;16.58;44.89494489;13.38;;;41.500000;15.50
43240438;17;45101164;13;43.24043809;16.59;45.10116388;13.38;;;41.600000;15.50
43310764;17;45101185;13;43.31076378;16.59;45.10118454;13.38;;;41.600000;15.51
43310900;17;45155449;13;43.31090009;16.59;45.15544909;13.38;;;41.600000;15.51
43312288;17;45329587;13;43.31228789;16.6;45.32958728;13.38;;;41.600000;15.51
43312291;17;45349728;13;43.31229104;16.6;45.34972809;13.38;;;41.700000;15.51
43364414;17;45463218;13;43.36441405;16.6;45.46321753;13.38;;;41.700000;15.51
43844805;17;45502930;13;43.84480511;16.6;45.50293028;13.38;;;41.700000;15.52
43844810;17;46024415;13;43.84480979;16.61;46.02441482;13.39;;;41.700000;15.53
43869198;17;46354315;13;43.86919786;16.61;46.3543152;13.39;;;41.700000;15.53
43911876;17;46419755;13;43.91187644;16.62;46.41975461;13.39;;;41.800000;15.53
43911895;17;46432247;13;43.9118945;16.65;46.43224714;13.39;;;42.000000;15.53
43913125;17;46461309;13;43.91312494;16.65;46.4613087;13.39;;;42.000000;15.53
43914777;17;46466440;13;43.91477721;16.65;46.4664396;13.39;;;42.100000;15.54
43917932;17;46534290;13;43.91793218;16.66;46.53428962;13.39;;;42.100000;15.54
43941711;17;46650392;13;43.94171133;16.67;46.65039246;13.39;;;42.300000;15.55
43943113;17;46686447;13;43.94311251;16.67;46.68644688;13.39;;;42.400000;15.56
43945322;17;46781258;13;43.94532197;16.67;46.78125837;13.39;;;42.400000;15.56
43949434;17;46817328;13;43.94943402;16.68;46.81732787;13.4;;;42.400000;15.56
43949438;17;46920782;13;43.94943824;16.68;46.92078195;13.4;;;42.400000;15.56
43986937;17;46924121;13;43.98693726;16.7;46.9241209;13.4;;;42.400000;15.57
43987743;17;46933002;13;43.98774307;16.7;46.93300166;13.41;;;42.400000;15.58
43991889;17;46937794;13;43.99188941;16.71;46.93779424;13.41;;;42.400000;15.59
44096060;17;46938252;13;44.09606018;16.71;46.93825177;13.41;;;43.000000;15.60
44130495;17;46941314;13;44.13049517;16.71;46.94131371;13.45;;;43.000000;15.61
44130504;17;46955347;13;44.13050411;16.72;46.95534731;13.47;;;43.000000;15.61
44653140;17;46965588;13;44.65314014;16.72;46.96558769;13.48;;;43.100000;15.62
44654056;17;46966179;13;44.65405583;16.72;46.96617878;13.49;;;43.500000;15.62
44656539;17;47038266;13;44.6565394;16.73;47.03826646;13.49;;;43.600000;15.62
44664064;17;47074232;13;44.66406421;16.74;47.07423152;13.49;;;43.600000;15.62
44672984;17;47126994;13;44.67298403;16.74;47.12699429;13.5;;;43.700000;15.62
44673010;17;47183234;13;44.67301013;16.75;47.18323369;13.5;;;43.700000;15.63
44725827;17;47186702;13;44.72582714;16.75;47.18670197;13.5;;;43.700000;15.64
44780901;17;47199565;14;44.78090104;16.75;47.19956516;13.5;;;43.700000;15.64
44961087;17;47432036;14;44.96108738;16.75;47.43203633;13.5;;;43.800000;15.64
44975052;17;47442518;14;44.97505175;16.76;47.44251838;13.5;;;43.800000;15.65
44978852;17;47472408;14;44.97885194;16.76;47.47240808;13.5;;;43.800000;15.65
44978862;17;47611561;14;44.97886174;16.76;47.61156079;13.5;;;43.800000;15.65
45028288;17;47707395;14;45.02828804;16.76;47.70739532;13.5;;;43.800000;15.65
45051323;17;47773351;14;45.05132264;16.77;47.77335123;13.5;;;43.800000;15.65
45051329;17;47811968;14;45.05132878;16.77;47.81196773;13.51;;;43.800000;15.66
45081709;17;48385722;14;45.08170933;16.77;48.38572219;13.51;;;43.800000;15.66
45088695;17;48414254;14;45.08869483;16.77;48.41425436;13.51;;;43.900000;15.66
45090982;17;48559622;14;45.09098198;16.77;48.55962246;13.51;;;43.900000;15.66
45098709;17;48559664;14;45.09870902;16.78;48.5596641;13.51;;;44.700000;15.66
45098794;17;48775918;14;45.09879413;16.79;48.77591761;13.51;;;44.800000;15.66
45516556;17;48863584;14;45.51655612;16.79;48.86358382;13.51;;;44.900000;15.66
45531685;17;49405132;14;45.53168527;16.8;49.40513178;13.51;;;45.000000;15.67
45531695;17;49406384;14;45.53169514;16.8;49.40638411;13.51;;;45.000000;15.67
45531992;17;49486118;14;45.53199168;16.8;49.4861175;13.51;;;45.000000;15.67
45531994;17;49572181;14;45.531994;16.8;49.57218116;13.51;;;45.000000;15.67
45534835;17;49699492;14;45.53483549;16.82;49.69949248;13.51;;;45.100000;15.68
45535240;17;49735089;14;45.53523956;16.82;49.73508879;13.51;;;45.100000;15.68
45539239;17;49796423;14;45.53923883;16.82;49.79642274;13.51;;;45.100000;15.68
45539248;17;50091773;14;45.53924751;16.82;50.09177322;13.52;;;45.300000;15.68
45539255;17;50095666;14;45.5392553;16.83;50.0956664;13.52;;;45.300000;15.69
45541472;17;50209509;14;45.54147199;16.84;50.20950932;13.52;;;45.300000;15.70
45541484;17;50223421;14;45.54148441;16.85;50.2234212;13.52;;;45.300000;15.70
45542373;17;50223434;14;45.5423732;16.86;50.22343357;13.52;;;45.300000;15.70
45542425;17;50242792;14;45.54242543;16.86;50.2427924;13.52;;;45.600000;15.70
45544916;17;50242867;14;45.54491645;16.86;50.24286694;13.52;;;45.600000;15.70
45545200;17;50270643;14;45.54519983;16.87;50.27064344;13.53;;;45.600000;15.71
45545202;17;50285451;14;45.54520172;16.88;50.28545081;13.53;;;45.600000;15.73
45558498;17;50286410;14;45.5584983;16.88;50.28640951;13.53;;;45.600000;15.73
45606440;17;50289222;14;45.60643999;16.88;50.28922223;13.54;;;45.600000;15.73
45609538;17;50313055;14;45.60953763;16.89;50.31305472;13.54;;;45.600000;15.74
45609602;17;50313665;14;45.60960214;16.89;50.31366525;13.54;;;45.600000;15.74
45609604;17;50313714;14;45.60960402;16.9;50.3137142;13.54;;;45.600000;15.74
45609610;17;50337944;14;45.60960969;16.9;50.33794444;13.55;;;45.600000;15.74
46232730;17;50338345;14;46.23273044;16.9;50.33834523;13.55;;;45.600000;15.74
46232747;17;50339461;14;46.23274655;16.91;50.33946093;13.56;;;45.700000;15.74
46232816;17;50339465;14;46.23281601;16.91;50.33946461;13.57;;;45.700000;15.75
46232852;17;50341503;14;46.23285159;16.91;50.34150279;13.58;;;45.900000;15.76
46232876;17;50342956;14;46.23287555;16.91;50.34295583;13.6;;;45.900000;15.76
46361413;17;50342968;14;46.36141342;16.91;50.34296815;13.6;;;46.700000;15.76
46380374;17;50345453;14;46.38037375;16.92;50.34545272;13.61;;;46.800000;15.77
46380696;17;50347138;14;46.38069618;16.92;50.34713767;13.61;;;46.800000;15.77
46380698;17;50352377;14;46.38069806;16.92;50.35237683;13.62;;;47.300000;15.78
46457926;17;50376818;14;46.45792603;16.93;50.37681774;13.63;;;47.400000;15.78
46483836;17;50410581;14;46.48383614;16.93;50.4105807;13.63;;;47.400000;15.79
46483842;17;50534430;14;46.48384183;16.93;50.53442956;13.63;;;47.400000;15.79
46483907;17;50548771;14;46.48390652;16.93;50.54877116;13.63;;;47.400000;15.79
46497570;17;50658391;14;46.49756983;16.94;50.65839069;13.64;;;47.400000;15.80
46505287;17;50677837;14;46.50528678;16.94;50.67783739;13.64;;;47.500000;15.81
46521411;17;50720769;14;46.5214115;16.94;50.72076919;13.64;;;47.500000;15.81
46624320;17;50809498;14;46.62432037;16.94;50.80949845;13.64;;;47.500000;15.82
46765577;17;50843998;14;46.76557671;16.95;50.84399805;13.64;;;47.600000;15.83
46824381;17;51003616;14;46.82438149;16.95;51.00361583;13.64;;;48.300000;15.83
46829216;17;51004903;14;46.82921598;16.95;51.00490321;13.64;;;48.300000;15.83
46829863;17;51030559;14;46.82986261;16.96;51.03055878;13.64;;;48.300000;15.83
46850639;17;51619696;14;46.85063866;16.96;51.61969552;13.64;;;48.300000;15.83
46850641;17;51721337;14;46.85064144;16.97;51.72133698;13.64;;;48.500000;15.83
46850677;17;51772346;14;46.85067747;16.97;51.77234566;13.64;;;48.700000;15.83
46850693;17;51995196;14;46.8506927;16.97;51.99519635;13.64;;;48.700000;15.83
46850702;17;52137660;14;46.85070199;16.97;52.13766;13.64;;;48.700000;15.84
46850716;17;52160050;14;46.850716;16.98;52.16004993;13.64;;;48.700000;15.84
46850722;17;52240300;14;46.85072156;16.98;52.24029965;13.64;;;48.800000;15.84
46850749;17;52311386;14;46.8507492;16.98;52.31138562;13.64;;;48.800000;15.84
47230648;17;52472871;14;47.23064835;16.98;52.47287051;13.64;;;48.800000;15.84
47263637;17;52966222;14;47.26363697;16.98;52.96622181;13.64;;;48.800000;15.85
47266262;17;53123922;14;47.2662619;16.99;53.12392187;13.64;;;49.000000;15.85
47266460;17;53124359;14;47.26646008;16.99;53.12435868;13.65;;;49.000000;15.85
47266836;17;53228965;14;47.26683617;16.99;53.22896499;13.65;;;49.000000;15.85
47267606;17;53262083;14;47.26760607;17;53.26208322;13.65;;;49.000000;15.85
47268986;17;53312441;14;47.26898628;17.01;53.31244131;13.65;;;49.000000;15.85
47268990;17;53358976;14;47.2689895;17.01;53.358976;13.65;;;49.000000;15.85
47271197;17;53419454;14;47.27119705;17.04;53.41945351;13.65;;;49.000000;15.86
47274823;17;53469573;14;47.27482264;17.04;53.46957325;13.65;;;49.000000;15.86
47274852;17;53472728;14;47.27485188;17.04;53.47272829;13.65;;;49.000000;15.86
47275045;17;53475359;14;47.27504497;17.05;53.47535868;13.66;;;49.100000;15.86
47302099;17;53512113;14;47.30209881;17.05;53.51211316;13.66;;;49.100000;15.87
47302125;17;53547679;14;47.30212526;17.05;53.54767852;13.66;;;49.100000;15.87
47315719;17;53555441;14;47.31571864;17.06;53.55544076;13.67;;;49.100000;15.87
47316967;17;53558953;14;47.3169671;17.06;53.55895313;13.67;;;49.100000;15.88
47316990;17;53561920;14;47.31698989;17.07;53.56191987;13.68;;;49.100000;15.88
47317148;17;53578500;14;47.31714842;17.08;53.57849996;13.68;;;49.100000;15.88
47338637;17;53580357;14;47.33863742;17.08;53.58035688;13.69;;;49.100000;15.88
47338752;17;53580394;14;47.33875203;17.08;53.5803938;13.69;;;49.900000;15.89
47338756;17;53585352;14;47.33875554;17.08;53.58535199;13.69;;;50.200000;15.89
47605638;17;53588875;14;47.60563795;17.09;53.58887506;13.7;;;50.200000;15.89
47681290;17;53588879;14;47.68129032;17.09;53.5888787;13.72;;;50.200000;15.89
47720730;17;53590830;14;47.7207299;17.09;53.59083022;13.72;;;50.200000;15.90
47720733;17;53590850;14;47.72073309;17.09;53.59084986;13.72;;;50.400000;15.90
47720749;17;53591004;14;47.72074904;17.09;53.5910036;13.73;;;50.400000;15.90
47720750;17;53591581;14;47.72075032;17.1;53.59158086;13.73;;;50.400000;15.91
47720757;17;53598905;14;47.72075658;17.1;53.59890478;13.75;;;50.400000;15.91
47720765;17;53667842;14;47.72076545;17.1;53.66784188;13.75;;;50.400000;15.92
47721526;17;53695563;14;47.72152583;17.1;53.69556329;13.75;;;50.400000;15.93
47721766;17;53721992;14;47.72176586;17.11;53.72199241;13.76;;;50.400000;15.93
47746167;17;53722777;14;47.74616733;17.11;53.72277683;13.76;;;50.500000;15.93
47959596;17;53774817;14;47.95959573;17.11;53.77481719;13.76;;;50.500000;15.94
48023091;17;53778184;14;48.02309138;17.11;53.7781836;13.76;;;50.500000;15.95
48034201;17;53833674;14;48.03420124;17.12;53.83367353;13.76;;;51.200000;15.96
48035108;17;53939133;14;48.03510791;17.12;53.93913309;13.76;;;51.200000;15.96
48304194;17;54001937;14;48.30419441;17.12;54.00193736;13.76;;;51.200000;15.96
49269238;17;54004618;14;49.26923756;17.12;54.00461777;13.76;;;51.200000;15.97
49286673;17;54009539;14;49.28667342;17.12;54.00953939;13.77;;;51.300000;15.97
49287620;17;54183363;14;49.28762026;17.13;54.18336268;13.77;;;51.300000;15.97
49288323;17;54196060;14;49.28832279;17.13;54.19605984;13.77;;;51.300000;15.98
49288798;17;54276185;14;49.28879826;17.13;54.27618506;13.77;;;51.300000;15.98
49290103;17;54309014;14;49.29010298;17.13;54.30901357;13.77;;;51.400000;15.98
49373534;17;54446048;14;49.37353404;17.13;54.44604758;13.77;;;51.400000;15.99
49373541;17;54894834;14;49.37354103;17.14;54.89483436;13.77;;;51.500000;15.99
49478347;17;54924855;14;49.4783468;17.14;54.92485549;13.77;;;51.500000;16.00
49478395;17;54939492;14;49.47839473;17.14;54.93949233;13.77;;;51.500000;16.00
49478400;17;55048395;14;49.47840003;17.15;55.04839532;13.77;;;51.500000;16.00
49488554;17;55067809;14;49.48855378;17.15;55.06780908;13.77;;;51.600000;16.00
49488961;17;55097607;14;49.488961;17.15;55.09760687;13.77;;;51.600000;16.01
49489767;17;55207380;14;49.48976737;17.16;55.20737953;13.77;;;51.700000;16.01
49491802;17;55326289;14;49.4918017;17.16;55.32628907;13.78;;;52.300000;16.01
49491999;17;55354378;14;49.49199937;17.16;55.35437823;13.78;;;52.300000;16.01
49492017;17;55630412;14;49.49201696;17.16;55.63041171;13.78;;;52.300000;16.01
49495087;17;56185917;14;49.49508701;17.17;56.18591728;13.78;;;52.500000;16.01
49495536;17;56272550;14;49.49553608;17.17;56.27254968;13.78;;;52.500000;16.01
49780846;17;56314893;14;49.78084554;17.18;56.31489286;13.78;;;52.500000;16.01
49780891;17;56371054;14;49.7808905;17.18;56.37105389;13.78;;;52.500000;16.02
49780894;17;56401573;14;49.7808937;17.18;56.40157316;13.78;;;52.600000;16.02
49783580;17;56438971;14;49.78358047;17.19;56.43897108;13.78;;;52.600000;16.02
49791234;17;56439032;14;49.79123447;17.19;56.43903159;13.78;;;52.600000;16.02
49791356;17;56445411;14;49.79135575;17.19;56.4454111;13.79;;;52.600000;16.02
49829704;17;56547699;14;49.82970428;17.19;56.54769868;13.79;;;52.700000;16.02
49829880;17;56549466;14;49.82987963;17.19;56.54946572;13.79;;;52.700000;16.03
49832010;17;56558950;14;49.83201026;17.19;56.55895037;13.79;;;52.700000;16.03
49832017;17;56559098;14;49.83201683;17.2;56.55909826;13.8;;;52.700000;16.03
49838514;17;56559526;14;49.83851363;17.21;56.55952556;13.8;;;52.700000;16.03
49855247;17;56559758;14;49.85524697;17.22;56.55975754;13.8;;;52.800000;16.03
50068657;17;56570844;14;50.06865741;17.22;56.57084397;13.8;;;52.800000;16.04
50068827;17;56575328;14;50.06882674;17.23;56.57532833;13.8;;;52.800000;16.04
50069263;17;56575336;14;50.06926328;17.23;56.57533612;13.8;;;53.100000;16.04
50085595;17;56579468;14;50.08559497;17.23;56.57946831;13.8;;;53.200000;16.04
50085855;17;56580350;14;50.08585535;17.24;56.58035037;13.81;;;53.400000;16.04
50085861;17;56583884;14;50.08586081;17.25;56.58388429;13.81;;;53.400000;16.04
50087200;17;56587605;14;50.08719982;17.25;56.58760469;13.82;;;53.400000;16.05
50087211;17;56588969;14;50.08721123;17.25;56.58896917;13.82;;;53.400000;16.05
50087214;17;56589828;14;50.08721438;17.27;56.5898284;13.83;;;53.400000;16.05
50087388;17;56590026;14;50.08738844;17.27;56.59002575;13.83;;;53.400000;16.05
50087397;17;56593951;14;50.08739703;17.27;56.59395062;13.84;;;53.400000;16.06
50113346;17;56596221;14;50.11334634;17.28;56.5962211;13.85;;;53.400000;16.06
50146873;17;56597532;14;50.14687264;17.28;56.59753204;13.85;;;53.400000;16.06
50164830;17;56606729;14;50.16483013;17.28;56.60672902;13.87;;;53.600000;16.07
50210881;17;56609258;14;50.21088066;17.29;56.60925814;13.87;;;53.600000;16.07
50212470;17;56611219;14;50.21246956;17.29;56.61121936;13.88;;;53.600000;16.07
50298497;17;56620737;14;50.2984968;17.29;56.6207372;13.89;;;53.600000;16.07
50300252;17;56633122;14;50.30025243;17.29;56.63312184;13.89;;;53.600000;16.07
50300506;17;56649576;14;50.30050553;17.29;56.6495763;13.9;;;53.600000;16.08
50304876;17;56657853;14;50.30487645;17.29;56.65785299;13.9;;;53.600000;16.09
50308655;17;56789295;14;50.30865463;17.29;56.78929518;13.9;;;53.700000;16.10
50466856;17;56868109;14;50.46685564;17.3;56.86810931;13.9;;;53.700000;16.10
50658110;17;56968798;14;50.65811003;17.3;56.96879755;13.9;;;53.800000;16.10
50680501;17;56970537;14;50.68050121;17.3;56.97053719;13.9;;;53.800000;16.10
50680549;17;56971647;14;50.68054932;17.31;56.97164719;13.9;;;53.800000;16.11
51824452;17;56971705;14;51.82445207;17.31;56.97170523;13.9;;;53.800000;16.11
51826596;17;57014169;14;51.82659595;17.32;57.01416944;13.9;;;53.800000;16.11
52012129;17;57077310;14;52.01212904;17.32;57.07730985;13.9;;;53.800000;16.12
52302672;17;57090860;14;52.30267196;17.32;57.09085977;13.91;;;53.900000;16.12
52302757;17;57156377;14;52.30275695;17.32;57.1563765;13.91;;;54.000000;16.12
52302800;17;57233066;14;52.30280029;17.33;57.23306638;13.91;;;54.600000;16.14
52303391;17;57433551;14;52.30339138;17.33;57.43355126;13.91;;;54.600000;16.15
52307749;17;57435451;14;52.30774856;17.33;57.43545051;13.91;;;54.700000;16.15
52343714;17;57448982;14;52.34371362;17.33;57.44898212;13.91;;;54.700000;16.15
52343970;17;57482525;14;52.3439695;17.34;57.48252483;13.91;;;54.700000;16.15
52344899;17;57626527;14;52.34489938;17.34;57.6265274;13.91;;;54.800000;16.16
52344918;17;57939994;14;52.34491797;17.34;57.9399939;13.91;;;54.800000;16.16
52345496;17;58358588;14;52.34549599;17.35;58.35858828;13.91;;;54.800000;16.16
52346014;17;58410711;14;52.34601352;17.35;58.41071128;13.91;;;54.800000;16.16
52346015;17;58548552;14;52.34601479;17.35;58.54855154;13.91;;;54.800000;16.16
52350594;17;58710590;14;52.35059424;17.36;58.71058979;13.91;;;54.800000;16.17
52350761;17;58710907;14;52.35076106;17.36;58.71090719;13.91;;;55.000000;16.17
52350871;17;58757036;14;52.35087105;17.37;58.75703634;13.91;;;55.100000;16.17
52363194;17;59503872;14;52.36319357;17.37;59.50387247;13.91;;;55.300000;16.17
52365403;17;59548914;14;52.36540307;17.38;59.54891361;13.91;;;55.300000;16.17
52392629;17;59620499;14;52.39262927;17.38;59.62049939;13.91;;;55.300000;16.17
52411749;17;59625968;14;52.41174949;17.38;59.62596848;13.92;;;55.500000;16.18
